Published_Year,Assembly_Accession,Organism_Name,Species,Genus,Family,Order,Class,Phylum
2018,GCF_003718615.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718635.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718655.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003719215.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003719235.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003719255.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003719555.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003856755.1,Salmonella enterica subsp. enterica serovar Virchow,28901,590,543,91347,1236,1224
2018,GCF_003864015.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_003864035.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003864055.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003971525.1,Salmonella enterica subsp. enterica serovar Heidelberg,28901,590,543,91347,1236,1224
2018,GCF_003986635.1,Salmonella enterica subsp. enterica serovar Heidelberg,28901,590,543,91347,1236,1224
2018,GCF_003986655.1,Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,28901,590,543,91347,1236,1224
2018,GCF_003986675.1,Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,28901,590,543,91347,1236,1224
2018,GCF_900475825.1,Salmonella enterica subsp. enterica serovar Thompson,28901,590,543,91347,1236,1224
2018,GCF_900475895.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_900475965.1,Salmonella enterica subsp. enterica serovar Stanley,28901,590,543,91347,1236,1224
2018,GCF_900477885.1,Salmonella enterica subsp. enterica serovar Aberdeen,28901,590,543,91347,1236,1224
2018,GCF_900477895.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_900477905.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_900477925.1,Salmonella enterica subsp. enterica serovar Give,28901,590,543,91347,1236,1224
2018,GCF_900477985.1,Salmonella enterica subsp. salamae,28901,590,543,91347,1236,1224
2018,GCF_900477995.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_900478065.1,Salmonella enterica subsp. enterica serovar Senftenberg,28901,590,543,91347,1236,1224
2018,GCF_900478155.1,Salmonella enterica subsp. diarizonae,28901,590,543,91347,1236,1224
2018,GCF_900478195.1,Salmonella enterica subsp. salamae serovar Greenside,28901,590,543,91347,1236,1224
2018,GCF_900478205.1,Salmonella enterica subsp. enterica serovar Bredeney,28901,590,543,91347,1236,1224
2018,GCF_900478215.1,Salmonella enterica subsp. houtenae serovar Houten,28901,590,543,91347,1236,1224
2018,GCF_900478225.1,Salmonella enterica subsp. salamae,28901,590,543,91347,1236,1224
2018,GCF_900478235.1,Salmonella enterica subsp. enterica serovar Infantis,28901,590,543,91347,1236,1224
2018,GCF_900538085.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_900635575.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_900635695.1,Salmonella enterica subsp. enterica serovar Goldcoast,28901,590,543,91347,1236,1224
2018,GCF_900635725.1,Salmonella enterica subsp. houtenae,28901,590,543,91347,1236,1224
2018,GCF_900636155.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_900478415.1,Staphylococcus auricularis,29379,1279,90964,1385,91061,1239
2018,GCF_003966585.1,Staphylococcus caprae,29380,1279,90964,1385,91061,1239
2018,GCF_003966605.1,Staphylococcus caprae,29380,1279,90964,1385,91061,1239
2018,GCF_003966625.1,Staphylococcus caprae,29380,1279,90964,1385,91061,1239
2018,GCF_002984565.1,Staphylococcus cohnii,29382,1279,90964,1385,91061,1239
2018,GCF_003956025.1,Staphylococcus cohnii,29382,1279,90964,1385,91061,1239
2018,GCF_003019255.1,Staphylococcus kloosii,29384,1279,90964,1385,91061,1239
2018,GCF_001558275.2,Staphylococcus saprophyticus,29385,1279,90964,1385,91061,1239
2018,GCF_001558375.2,Staphylococcus saprophyticus,29385,1279,90964,1385,91061,1239
2018,GCF_002208905.1,Staphylococcus saprophyticus,29385,1279,90964,1385,91061,1239
2018,GCF_002209265.1,Staphylococcus saprophyticus,29385,1279,90964,1385,91061,1239
2018,GCF_900240075.1,Staphylococcus saprophyticus,29385,1279,90964,1385,91061,1239
2018,GCF_900635295.1,Staphylococcus saprophyticus subsp. saprophyticus,29385,1279,90964,1385,91061,1239
2018,GCF_900476045.1,Gemella morbillorum,29391,1378,NA,1385,91061,1239
2018,GCF_003323815.1,Acinetobacter haemolyticus,29430,469,468,72274,1236,1224
2018,GCF_002895105.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_002895125.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_002953595.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_003205535.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_003516045.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_003516065.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_003516085.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_003856415.1,Brucella melitensis,29459,234,118882,356,28211,1224
2018,GCF_000775355.2,Yersinia ruckeri,29486,629,1903411,91347,1236,1224
2018,GCF_003345295.1,Vibrio splendidus,29497,662,641,135623,1236,1224
2018,GCF_003814405.1,Borreliella garinii,29519,64895,1643685,136,203692,203691
2018,GCF_900637125.1,Taylorella equigenitalis ATCC 35865,29575,29574,506,80840,28216,1224
2018,GCF_003812265.1,Achromobacter denitrificans,32002,222,506,80840,28216,1224
2018,GCF_003957805.1,Synechococcus elongatus UTEX 3055,32046,1129,1890426,1890424,NA,1117
2018,GCF_003945365.1,Phascolarctobacterium faecium,33025,33024,909930,1843488,909932,1239
2018,GCF_003454775.1,Parvimonas micra,33033,543311,1570339,1737405,1737404,1239
2018,GCF_900637905.1,Parvimonas micra,33033,543311,1570339,1737405,1737404,1239
2018,GCF_900636525.1,Streptococcus milleri,33040,1301,1300,186826,91061,1239
2018,GCF_900636715.1,Streptococcus milleri,33040,1301,1300,186826,91061,1239
2018,GCF_900638635.1,Bartonella vinsonii,33047,773,772,356,28211,1224
2018,GCF_001650235.2,Acidithiobacillus caldus,33059,119977,225058,225057,1807140,1224
2018,GCF_003610015.1,Zymobacter palmae,33074,33073,28256,135619,1236,1224
2018,GCF_003316915.1,Lactobacillus johnsonii,33959,1578,33958,186826,91061,1239
2018,GCF_003428395.1,Lactobacillus johnsonii,33959,1578,33958,186826,91061,1239
2018,GCF_004001205.1,Melissococcus plutonius,33970,33969,81852,186826,91061,1239
2018,GCF_003573465.1,Rahnella aquatilis,34038,34037,1903411,91347,1236,1224
2018,GCF_003956105.1,Rahnella aquatilis,34038,34037,1903411,91347,1236,1224
2018,GCF_003956125.1,Rahnella aquatilis,34038,34037,1903411,91347,1236,1224
2018,GCF_003956145.1,Rahnella aquatilis,34038,34037,1903411,91347,1236,1224
2018,GCF_900637105.1,Moraxella cuniculi,34061,475,468,72274,1236,1224
2018,GCF_002983685.1,Streptobacillus moniliformis,34105,34104,1129771,203491,203490,32066
2018,GCF_003574175.1,Geobacter sulfurreducens,35554,28231,213422,69541,28221,1224
2018,GCF_001558935.2,Citrobacter amalonaticus,35703,544,543,91347,1236,1224
2018,GCF_001559075.2,Citrobacter amalonaticus,35703,544,543,91347,1236,1224
2018,GCF_900637565.1,Corynebacterium kutscheri,35755,1716,1653,85007,1760,201174
2018,GCF_900637605.1,Corynebacterium kutscheri,35755,1716,1653,85007,1760,201174
2018,GCF_900637815.1,Corynebacterium kutscheri,35755,1716,1653,85007,1760,201174
2018,GCF_002859845.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002859865.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002859885.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002859905.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002859945.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002859985.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002860005.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_002860025.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_003184445.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_003186245.1,Bordetella holmesii,35814,517,506,80840,28216,1224
2018,GCF_900638355.1,Helicobacter pullorum,35818,209,72293,213849,29547,1224
2018,GCF_003096215.1,Bacillus thermoamylovorans,35841,1386,186817,1385,91061,1239
2018,GCF_003076795.1,Mycobacteroides abscessus,36809,670516,1762,85007,1760,201174
2018,GCF_003076855.1,Mycobacteroides abscessus,36809,670516,1762,85007,1760,201174
2018,GCF_003076875.1,Mycobacteroides abscessus,36809,670516,1762,85007,1760,201174
2018,GCF_003586385.1,Mycobacteroides abscessus,36809,670516,1762,85007,1760,201174
2018,GCF_003010715.1,Brucella canis,36855,234,118882,356,28211,1224
2018,GCF_900638305.1,Porphyromonas cangingivalis,36874,836,171551,171549,200643,976
2018,GCF_002209125.2,Nocardia brasiliensis,37326,1817,85025,85007,1760,201174
2018,GCF_003367415.1,Nocardia farcinica,37329,1817,85025,85007,1760,201174
2018,GCF_002893785.1,Laceyella sacchari,37482,292635,186824,1385,91061,1239
2018,GCF_003641225.1,Enterococcus casseliflavus,37734,1350,81852,186826,91061,1239
2018,GCF_002849715.1,Arthrobacter crystallopoietes,37928,1663,1268,85006,1760,201174
2018,GCF_003687415.1,Glutamicibacter nicotianae,37929,1742989,1268,85006,1760,201174
2018,GCF_002209185.2,Corynebacterium jeikeium,38289,1716,1653,85007,1760,201174
2018,GCF_003955985.1,Corynebacterium jeikeium,38289,1716,1653,85007,1760,201174
2018,GCF_900477975.1,Corynebacterium jeikeium,38289,1716,1653,85007,1760,201174
2018,GCF_003130755.1,Photobacterium damselae,38293,657,641,135623,1236,1224
2018,GCF_900478045.1,Corynebacterium minutissimum,38301,1716,1653,85007,1760,201174
2018,GCF_900478115.1,Rhodococcus coprophilus,38310,1827,85025,85007,1760,201174
2018,GCF_003427415.1,Shewanella algae,38313,22,267890,135622,1236,1224
2018,GCF_003721455.1,Shewanella algae,38313,22,267890,135622,1236,1224
2018,GCF_900637515.1,Veillonella dispar,39778,29465,31977,1843489,909932,1239
2018,GCF_003335165.1,Acinetobacter johnsonii,40214,469,468,72274,1236,1224
2018,GCF_003952785.1,Acinetobacter johnsonii,40214,469,468,72274,1236,1224
2018,GCF_002165245.2,Acinetobacter junii,40215,469,468,72274,1236,1224
2018,GCF_002993105.1,Acinetobacter radioresistens,40216,469,468,72274,1236,1224
2018,GCF_003258335.1,Acinetobacter radioresistens,40216,469,468,72274,1236,1224
2018,GCF_003942025.1,Aliivibrio salmonicida,40269,511678,641,135623,1236,1224
2018,GCF_002189545.2,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_002208885.2,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_002951115.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_003006435.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_003030985.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_003205835.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_003812985.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_900475405.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_900475685.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_900636655.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_900636905.1,Stenotrophomonas maltophilia,40324,40323,32033,135614,1236,1224
2018,GCF_002208825.2,Brevundimonas vesicularis,41276,41275,76892,204458,28211,1224
2018,GCF_003111645.1,Azoarcus communis,41977,12960,2008794,206389,28216,1224
2018,GCF_003111665.1,Azoarcus communis,41977,12960,2008794,206389,28216,1224
2018,GCF_003516205.1,Actinosynnema pretiosum subsp. pretiosum,42197,40566,2070,85010,1760,201174
2018,GCF_900476435.1,Shewanella benthica,43661,22,267890,135622,1236,1224
2018,GCF_003429305.1,Pseudoalteromonas piscicida,43662,53246,267888,135622,1236,1224
2018,GCF_003429325.1,Pseudoalteromonas piscicida,43662,53246,267888,135622,1236,1224
2018,GCF_002209145.2,Jonesia denitrificans,43674,43673,85022,85006,1760,201174
2018,GCF_900475835.1,Jonesia denitrificans,43674,43673,85022,85006,1760,201174
2018,GCF_003013675.1,Rhodococcus hoagii,43767,1827,85025,85007,1760,201174
2018,GCF_900638255.1,Corynebacterium matruchotii,43768,1716,1653,85007,1760,201174
2018,GCF_900637825.1,Corynebacterium segmentosum,43990,1716,1653,85007,1760,201174
2018,GCF_900474605.1,Enterococcus cecorum,44008,1350,81852,186826,91061,1239
2018,GCF_003945305.1,Microcystis viridis NIES-102,44822,1125,1890449,1118,NA,1117
2018,GCF_003950215.1,Halomonas venusta,44935,2745,28256,135619,1236,1224
2018,GCF_900476125.1,Mycoplasma alkalescens,45363,2093,2092,2085,31969,544448
2018,GCF_900638485.1,Helicobacter cholecystus,45498,209,72293,213849,29547,1224
2018,GCF_900475445.1,Streptococcus cristatus ATCC 51100,45634,1301,1300,186826,91061,1239
2018,GCF_900478185.1,Streptococcus cristatus,45634,1301,1300,186826,91061,1239
2018,GCF_003012915.1,Staphylococcus felis,46127,1279,90964,1385,91061,1239
2018,GCF_002905795.2,Pseudomonas avellanae,46257,286,135621,72274,1236,1224
2018,GCF_900603025.1,Mycolicibacterium hassiacum DSM 44199,46351,1866885,1762,85007,1760,201174
2018,GCF_900475945.1,Pseudomonas mucidolens,46679,286,135621,72274,1236,1224
2018,GCF_900637555.1,Lautropia mirabilis,47671,47670,119060,80840,28216,1224
2018,GCF_002960215.1,Lactobacillus rhamnosus,47715,1578,33958,186826,91061,1239
2018,GCF_003353455.1,Lactobacillus rhamnosus GG,47715,1578,33958,186826,91061,1239
2018,GCF_003433395.1,Lactobacillus rhamnosus,47715,1578,33958,186826,91061,1239
2018,GCF_900636875.1,Lactobacillus rhamnosus,47715,1578,33958,186826,91061,1239
2018,GCF_900636965.1,Lactobacillus rhamnosus,47715,1578,33958,186826,91061,1239
2018,GCF_003795065.1,Lactobacillus crispatus,47770,1578,33958,186826,91061,1239
2018,GCF_003971565.1,Lactobacillus crispatus,47770,1578,33958,186826,91061,1239
2018,GCF_003339775.1,Spiroplasma phoeniceum P40,47835,2132,2131,186328,31969,544448
2018,GCF_003351365.1,Micromonospora aurantiaca,47850,1873,28056,85008,1760,201174
2018,GCF_002905685.2,Pseudomonas amygdali pv. morsprunorum,47877,286,135621,72274,1236,1224
2018,GCF_002951475.1,Pseudomonas fulva,47880,286,135621,72274,1236,1224
2018,GCF_000968415.2,Pseudomonas synxantha,47883,286,135621,72274,1236,1224
2018,GCF_003851465.1,Pseudomonas synxantha,47883,286,135621,72274,1236,1224
2018,GCF_003851495.1,Pseudomonas synxantha,47883,286,135621,72274,1236,1224
2018,GCF_003851525.1,Pseudomonas synxantha,47883,286,135621,72274,1236,1224
2018,GCF_003851555.1,Pseudomonas synxantha,47883,286,135621,72274,1236,1224
2018,GCF_003852025.1,Pseudomonas synxantha,47883,286,135621,72274,1236,1224
2018,GCF_900475285.1,Pseudomonas taetrolens,47884,286,135621,72274,1236,1224
2018,GCF_900637735.1,Pseudomonas taetrolens,47884,286,135621,72274,1236,1224
2018,GCF_002863745.1,Acinetobacter pittii,48296,469,468,72274,1236,1224
2018,GCF_002902805.1,Acinetobacter pittii,48296,469,468,72274,1236,1224
2018,GCF_002999115.1,Acinetobacter pittii,48296,469,468,72274,1236,1224
2018,GCF_002999215.2,Acinetobacter pittii,48296,469,468,72274,1236,1224
2018,GCF_003051965.1,Acinetobacter pittii,48296,469,468,72274,1236,1224
2018,GCF_003956065.1,Acinetobacter pittii,48296,469,468,72274,1236,1224
2018,GCF_002953335.1,Vibrio diabolicus,50719,662,641,135623,1236,1224
2018,GCF_002953355.1,Vibrio diabolicus,50719,662,641,135623,1236,1224
2018,GCF_002953395.1,Vibrio diabolicus,50719,662,641,135623,1236,1224
2018,GCF_900638385.1,Actinobacillus delphinicola,51161,713,712,135625,1236,1224
2018,GCF_003795105.1,Tetragenococcus halophilus,51669,51668,81852,186826,91061,1239
2018,GCF_900233005.1,Vibrio tapetis subsp. tapetis,52443,662,641,135623,1236,1224
2018,GCF_900637165.1,Actinomyces howellii,52771,1654,2049,2037,1760,201174
2018,GCF_900637295.1,Actinomyces slackii,52774,1654,2049,2037,1760,201174
2018,GCF_900636325.1,Staphylococcus delphini,53344,1279,90964,1385,91061,1239
2018,GCF_003957375.1,Enterococcus mundtii,53346,1350,81852,186826,91061,1239
2018,GCF_003342755.1,Intrasporangium calvum,53358,53357,85021,85006,1760,201174
2018,GCF_003698225.1,Xanthomonas axonopodis pv. commiphoreae,53413,338,32033,135614,1236,1224
2018,GCF_900476105.1,Mycoplasma edwardii,53558,2093,2092,2085,31969,544448
2018,GCF_900638565.1,Peptoniphilus harei,54005,162289,1570339,1737405,1737404,1239
2018,GCF_900638585.1,Peptoniphilus ivorii,54006,162289,1570339,1737405,1737404,1239
2018,GCF_001866535.2,Raoultella ornithinolytica,54291,160674,543,91347,1236,1224
2018,GCF_003798165.1,Raoultella ornithinolytica,54291,160674,543,91347,1236,1224
2018,GCF_003485445.1,Erwinia persicina,55211,551,1903409,91347,1236,1224
2018,GCF_003667705.1,Janthinobacterium agaricidamnosum,55508,29580,75682,80840,28216,1224
2018,GCF_002995515.1,Magnetospirillum gryphiswaldense MSR-1,55518,13134,41295,204441,28211,1224
2018,GCF_002995535.1,Magnetospirillum gryphiswaldense,55518,13134,41295,204441,28211,1224
2018,GCF_003031205.1,Vibrio anguillarum,55601,662,641,135623,1236,1224
2018,GCF_000772715.2,Xanthomonas vasicola,56459,338,32033,135614,1236,1224
2018,GCF_000772775.3,Xanthomonas vasicola,56459,338,32033,135614,1236,1224
2018,GCF_003015715.1,Xanthomonas vasicola pv. vasculorum,56459,338,32033,135614,1236,1224
2018,GCF_003949975.1,Xanthomonas vasicola pv. vasculorum,56459,338,32033,135614,1236,1224
2018,GCF_002869785.1,Tsukamurella tyrosinosolvens,57704,2060,85028,85007,1760,201174
2018,GCF_002073755.2,Citrobacter braakii,57706,544,543,91347,1236,1224
2018,GCF_002208845.2,Citrobacter braakii,57706,544,543,91347,1236,1224
2018,GCF_003020025.1,Burkholderia thailandensis,57975,32008,119060,80840,28216,1224
2018,GCF_003020185.1,Burkholderia thailandensis,57975,32008,119060,80840,28216,1224
2018,GCF_003614815.1,Burkholderia thailandensis,57975,32008,119060,80840,28216,1224
2018,GCF_003614835.1,Burkholderia thailandensis,57975,32008,119060,80840,28216,1224
2018,GCF_003030465.1,Thauera aromatica K172,59405,33057,2008794,206389,28216,1224
2018,GCF_003641145.1,Lactobacillus paraplantarum,60520,1578,33958,186826,91061,1239
2018,GCF_003330785.1,Paraburkholderia graminis,60548,1822464,119060,80840,28216,1224
2018,GCF_003330765.1,Burkholderia pyrrocinia,60550,32008,119060,80840,28216,1224
2018,GCF_003019945.1,Burkholderia vietnamiensis,60552,32008,119060,80840,28216,1224
2018,GCF_003940765.1,Enterobacter asburiae,61645,547,543,91347,1236,1224
